InputSize,AverageSortTime,
50000,2121233,
100000,2121792,
150000,2122475,
200000,2123095,
250000,2123654,
300000,2124275,
350000,2124834,
400000,2125392,
450000,2125889,
500000,2126385,
550000,2126882,
600000,2127502,
650000,2128061,
700000,2128681,
750000,2129302,
800000,2129984,
850000,2130667,
900000,2131164,
950000,2131722,
1000000,2132280,
