InputSize,MemoryUsage,
50000,35453913,
100000,70907827,
150000,106361740,
200000,142775673,
250000,180389625,
300000,219443596,
350000,260177587,
400000,302831596,
450000,347645625,
500000,394859673,
550000,444713740,
600000,497447827,
650000,553301932,
700000,612516057,
750000,675330201,
800000,741984364,
850000,812718547,
900000,887772748,
950000,967386969,
1000000,1051801209,
