InputSize,MemoryUsage,
50000,86002569,
100000,172005139,
150000,258007708,
200000,344970297,
250000,433132905,
300000,522735532,
350000,614018179,
400000,635510745,
450000,659163331,
500000,685215936,
550000,713908560,
600000,745481203,
650000,780173865,
700000,818226547,
750000,859879248,
800000,905371968,
850000,954944707,
900000,1008837465,
950000,1067290243,
1000000,1130543040,
