InputSize,MemoryUsage,
50000,46566499,
100000,93132998,
150000,140419516,
200000,188666054,
250000,238112611,
300000,288999187,
350000,341565782,
400000,396052396,
450000,452699030,
500000,511745683,
550000,573432355,
600000,637999046,
650000,705685756,
700000,776732486,
750000,851379235,
800000,929866003,
850000,1012432790,
900000,1099319596,
950000,1190766422,
1000000,1287013267,
