InputSize,AverageSortTime,
50000,2310084,
100000,2310766,
150000,2311573,
200000,2312380,
250000,2313311,
300000,2313994,
350000,2314739,
400000,2315484,
450000,2316229,
500000,2316973,
550000,2317656,
600000,2318400,
650000,2322434,
700000,2323179,
750000,2323861,
800000,2324792,
850000,2325537,
900000,2326158,
950000,2326964,
1000000,2327771,
