InputSize,AverageSortTime,
50000,2152574,
100000,2153195,
150000,2153815,
200000,2154374,
250000,2155056,
300000,2155615,
350000,2156235,
400000,2156856,
450000,2157415,
500000,2158159,
550000,2158656,
600000,2159339,
650000,2159835,
700000,2160704,
750000,2161821,
800000,2162255,
850000,2163434,
900000,2164241,
950000,2165048,
1000000,2165793,
