InputSize,AverageSortTime,
50000,2301023,
100000,2301706,
150000,2302327,
200000,2303009,
250000,2303567,
300000,2304250,
350000,2304994,
400000,2305677,
450000,2306422,
500000,2307042,
550000,2307787,
600000,2308470,
650000,2309153,
700000,2309898,
750000,2310642,
800000,2311449,
850000,2312132,
900000,2312815,
950000,2313559,
1000000,2314366,
