InputSize,MemoryUsage,
50000,1585411,
100000,3170822,
150000,4756233,
200000,7301664,
250000,11047113,
300000,16232582,
350000,23098070,
400000,31883577,
450000,42829104,
500000,56174649,
550000,72160214,
600000,91025798,
650000,113011401,
700000,138357024,
750000,167302665,
800000,200088326,
850000,236954006,
900000,278139705,
950000,323885424,
1000000,374431161,
