InputSize,MemoryUsage,
50000,52140883,
100000,104281766,
150000,156422649,
200000,209523552,
250000,263824473,
300000,319565414,
350000,376986374,
400000,436327353,
450000,497828352,
500000,561729369,
550000,628270406,
600000,697691462,
650000,770232537,
700000,846133632,
750000,925634745,
800000,943328582,
850000,965102438,
900000,991196313,
950000,1021850208,
1000000,1057304121,
