InputSize,MemoryUsage,
50000,63252796,
100000,126505593,
150000,189758390,
200000,253971206,
250000,319384041,
300000,387783897,
350000,457863772,
400000,529863667,
450000,604023580,
500000,680583513,
550000,759783465,
600000,841863436,
650000,927063427,
700000,1015623436,
750000,1107783465,
800000,1203783513,
850000,1236669955,
900000,1273876416,
950000,1315642896,
1000000,1362209395,
