InputSize,AverageSortTime,
50000,11429154,
100000,30403893,
150000,57550843,
200000,92534876,
250000,134033914,
300000,183557273,
350000,239117211,
400000,301713028,
450000,372847836,
500000,449721579,
550000,535195628,
600000,628655520,
650000,728162975,
700000,838109469,
750000,954100487,
800000,1077495156,
850000,1209116091,
900000,1346431712,
950000,1490132073,
1000000,1641584308,
