InputSize,MemoryUsage,
50000,387410528,
100000,566379017,
150000,789912464,
200000,1100929716,
250000,1342461017,
300000,1565539646,
350000,1817697947,
400000,2061375713,
450000,-2025720813,
500000,-1787560695,
550000,-1570539152,
600000,-1328376992,
650000,-1136622943,
700000,-921885852,
750000,-671181824,
800000,-383604976,
850000,-99604164,
900000,210372446,
950000,441686548,
1000000,626948176,
