InputSize,AverageSortTime,
50000,11424686,
100000,30910681,
150000,57320226,
200000,90987828,
250000,132001800,
300000,180291331,
350000,236116640,
400000,298939042,
450000,370052190,
500000,447255600,
550000,532530310,
600000,626755720,
650000,727812271,
700000,836046016,
750000,950335826,
800000,1072690854,
850000,1203505125,
900000,1341964959,
950000,1488296196,
1000000,1641465339,
