InputSize,AverageSortTime,
50000,11486064,
100000,30541420,
150000,57063047,
200000,90912798,
250000,131547269,
300000,180398014,
350000,236013620,
400000,298515912,
450000,369550492,
500000,446705370,
550000,531930928,
600000,625333351,
650000,723433829,
700000,832091634,
750000,946142076,
800000,1068651140,
850000,1199634897,
900000,1335963692,
950000,1480586275,
1000000,1632471012,
