InputSize,MemoryUsage,
50000,104310076,
100000,267922238,
150000,435575164,
200000,588710769,
250000,746661718,
300000,902061462,
350000,1054572073,
400000,1212797339,
450000,1346679526,
500000,1482607931,
550000,1620174382,
600000,1760159216,
650000,1918417739,
700000,2007000907,
750000,2103700294,
800000,-2068900127,
850000,-1892962127,
900000,-1683836645,
950000,-1440866797,
1000000,-1168500484,
