InputSize,MemoryUsage,
50000,22450000,
100000,65289036,
150000,115551793,
200000,160340945,
250000,201551617,
300000,245302284,
350000,319623024,
400000,431462990,
450000,601318481,
500000,774836804,
550000,955821204,
600000,1132850611,
650000,1306558624,
700000,1553155499,
750000,1749649928,
800000,1952522371,
850000,-2127691407,
900000,-1917609282,
950000,-1653637538,
1000000,-1367916709,
