InputSize,AverageSortTime,
50000,11483768,
100000,31636853,
150000,58113673,
200000,91547368,
250000,132636123,
300000,181093962,
350000,236972705,
400000,299604519,
450000,370629168,
500000,447591410,
550000,532314153,
600000,626496430,
650000,726600724,
700000,834750686,
750000,949043413,
800000,1071792092,
850000,1202981891,
900000,1340248361,
950000,1487461232,
1000000,1640323423,
