InputSize,AverageSortTime,
50000,14132021,
100000,34944252,
150000,61539048,
200000,95401521,
250000,136918494,
300000,185765516,
350000,242814165,
400000,307616115,
450000,382277396,
500000,459243176,
550000,544775500,
600000,638551094,
650000,737571870,
700000,848920253,
750000,963109462,
800000,1085458285,
850000,1216864614,
900000,1355150182,
950000,1498884056,
1000000,1650694877,
