InputSize,MemoryUsage,
50000,231336065,
100000,387519550,
150000,576515476,
200000,743964404,
250000,901278848,
300000,1071818521,
350000,1247004606,
400000,1402373324,
450000,1553923644,
500000,1720315675,
550000,1869140750,
600000,2015217932,
650000,2144813494,
700000,-1974728876,
750000,-1773268652,
800000,-1518869544,
850000,-1255001397,
900000,-943810028,
950000,-596120181,
1000000,-259617111,
