InputSize,MemoryUsage,
50000,330893817,
100000,661787635,
150000,992681452,
200000,1323575270,
250000,1654469088,
300000,1985362905,
350000,-1978710573,
400000,-1645896736,
450000,-1310922880,
500000,-973549005,
550000,-633535111,
600000,-290641197,
650000,55372736,
700000,404746688,
750000,757720659,
800000,1114534649,
850000,1475428659,
900000,1840642688,
950000,-2084550560,
1000000,-1709976493,
