InputSize,AverageSortTime,
50000,2399203,
100000,2400444,
150000,2401623,
200000,2402554,
250000,2404229,
300000,2405347,
350000,2406340,
400000,2407457,
450000,2408636,
500000,2415773,
550000,2418566,
600000,2419373,
650000,2420056,
700000,2420800,
750000,2421917,
800000,2422786,
850000,2423531,
900000,2424338,
950000,2425144,
1000000,2425889,
